,eleicao,codmun,vencedor,vt_dir,vt_esq,qt_secoes,codmicro,codmeso,uf,regiao,lat,long,escala_idh,escala_dens
125,2018,1101450,DIREITA,1115,713,12,110207,1102,RO,N,"-12,17982705","-61,59799797",MEDIA,MUITO BAIXA
126,2018,1101450,ESQUERDA,186,199,3,110207,1102,RO,N,"-12,17982705","-61,59799797",MEDIA,MUITO BAIXA
127,2022,1101450,DIREITA,1247,744,13,110207,1102,RO,N,"-12,17982705","-61,59799797",MEDIA,MUITO BAIXA
128,2022,1101450,ESQUERDA,158,160,2,110207,1102,RO,N,"-12,17982705","-61,59799797",MEDIA,MUITO BAIXA
129,2018,1101468,DIREITA,847,428,8,110208,1102,RO,N,"-13,476562","-61,044379",MEDIA,MUITO BAIXA
130,2022,1101468,DIREITA,943,495,8,110208,1102,RO,N,"-13,476562","-61,044379",MEDIA,MUITO BAIXA
131,2018,1101476,DIREITA,1423,529,11,110207,1102,RO,N,"-11,82570695","-61,31654624",MEDIA,MUITO BAIXA
132,2022,1101476,DIREITA,1630,559,13,110207,1102,RO,N,"-11,82570695","-61,31654624",MEDIA,MUITO BAIXA
133,2018,1101484,DIREITA,2282,964,19,110207,1102,RO,N,"-11,91438935","-61,51250811",MEDIA,MUITO BAIXA
134,2022,1101484,DIREITA,2293,1075,13,110207,1102,RO,N,"-11,91438935","-61,51250811",MEDIA,MUITO BAIXA
135,2018,1101492,DIREITA,4748,1986,32,110102,1101,RO,N,"-12,06379841","-63,57086471",MEDIA,MUITO BAIXA
136,2018,1101492,ESQUERDA,386,519,5,110102,1101,RO,N,"-12,06379841","-63,57086471",MEDIA,MUITO BAIXA
137,2022,1101492,DIREITA,6317,2331,42,110102,1101,RO,N,"-12,06379841","-63,57086471",MEDIA,MUITO BAIXA
138,2022,1101492,ESQUERDA,213,243,3,110102,1101,RO,N,"-12,06379841","-63,57086471",MEDIA,MUITO BAIXA
139,2018,1101500,DIREITA,3572,1927,27,110205,1102,RO,N,"-11,76711664","-63,038761",BAIXA,MUITO BAIXA
140,2018,1101500,ESQUERDA,260,325,3,110205,1102,RO,N,"-11,76711664","-63,038761",BAIXA,MUITO BAIXA
141,2022,1101500,DIREITA,4619,2358,35,110205,1102,RO,N,"-11,76711664","-63,038761",BAIXA,MUITO BAIXA
142,2022,1101500,ESQUERDA,104,110,1,110205,1102,RO,N,"-11,76711664","-63,038761",BAIXA,MUITO BAIXA
143,2018,1101559,DIREITA,1810,996,14,110204,1102,RO,N,"-10,93216929","-62,25592225",MEDIA,MUITO BAIXA
144,2022,1101559,DIREITA,1888,1100,16,110204,1102,RO,N,"-10,93216929","-62,25592225",MEDIA,MUITO BAIXA
145,2018,1101609,DIREITA,3076,1298,25,110204,1102,RO,N,"-10,24873055","-62,34514553",BAIXA,MUITO BAIXA
146,2018,1101609,ESQUERDA,365,461,4,110204,1102,RO,N,"-10,24873055","-62,34514553",BAIXA,MUITO BAIXA
147,2022,1101609,DIREITA,3737,1670,30,110204,1102,RO,N,"-10,24873055","-62,34514553",BAIXA,MUITO BAIXA
148,2022,1101609,ESQUERDA,79,114,1,110204,1102,RO,N,"-10,24873055","-62,34514553",BAIXA,MUITO BAIXA
149,2018,1101708,DIREITA,3789,1823,29,110204,1102,RO,N,"-11,12854528","-62,37063245",MEDIA,BAIXA
150,2018,1101708,ESQUERDA,196,228,2,110204,1102,RO,N,"-11,12854528","-62,37063245",MEDIA,BAIXA
151,2022,1101708,DIREITA,4402,2222,33,110204,1102,RO,N,"-11,12854528","-62,37063245",MEDIA,BAIXA
152,2018,1101757,DIREITA,2732,1309,21,110203,1102,RO,N,"-9,851392708","-62,17682344",BAIXA,MUITO BAIXA
153,2022,1101757,DIREITA,3231,1312,21,110203,1102,RO,N,"-9,851392708","-62,17682344",BAIXA,MUITO BAIXA
154,2018,1101807,DIREITA,2615,1407,22,110204,1102,RO,N,"-10,43105268","-62,13439036",MEDIA,MUITO BAIXA
155,2022,1101807,DIREITA,2808,1527,23,110204,1102,RO,N,"-10,43105268","-62,13439036",MEDIA,MUITO BAIXA
156,2018,1200013,DIREITA,5165,1300,41,120204,1202,AC,N,"-10,07379389","-67,05231658",MEDIA,MUITO BAIXA
157,2022,1200013,DIREITA,5317,1460,42,120204,1202,AC,N,"-10,07379389","-67,05231658",MEDIA,MUITO BAIXA
158,2018,1200054,DIREITA,2214,1132,17,120205,1202,AC,N,"-10,94286568","-69,56345917",BAIXA,MUITO BAIXA
159,2018,1200054,ESQUERDA,119,528,5,120205,1202,AC,N,"-10,94286568","-69,56345917",BAIXA,MUITO BAIXA
160,2022,1200054,DIREITA,2552,1296,18,120205,1202,AC,N,"-10,94286568","-69,56345917",BAIXA,MUITO BAIXA
161,2022,1200054,ESQUERDA,165,599,5,120205,1202,AC,N,"-10,94286568","-69,56345917",BAIXA,MUITO BAIXA
162,2018,1200104,DIREITA,8644,3112,61,120205,1202,AC,N,"-11,01641102","-68,74794343",MEDIA,MUITO BAIXA
163,2018,1200104,ESQUERDA,67,96,2,120205,1202,AC,N,"-11,01641102","-68,74794343",MEDIA,MUITO BAIXA
164,2022,1200104,DIREITA,9484,3798,69,120205,1202,AC,N,"-11,01641102","-68,74794343",MEDIA,MUITO BAIXA
165,2022,1200104,ESQUERDA,109,160,2,120205,1202,AC,N,"-11,01641102","-68,74794343",MEDIA,MUITO BAIXA
166,2018,1200138,DIREITA,4676,1274,27,120204,1202,AC,N,"-9,820019627","-67,95185928",BAIXA,MUITO BAIXA
167,2022,1200138,DIREITA,4693,1958,35,120204,1202,AC,N,"-9,820019627","-67,95185928",BAIXA,MUITO BAIXA
168,2018,1200179,DIREITA,3895,1086,30,120204,1202,AC,N,"-10,56976771","-67,67350797",BAIXA,MUITO BAIXA
169,2022,1200179,DIREITA,3963,1497,31,120204,1202,AC,N,"-10,56976771","-67,67350797",BAIXA,MUITO BAIXA
170,2018,1200203,DIREITA,30738,7102,212,120101,1201,AC,N,"-7,630690005","-72,67253132",MEDIA,BAIXA
171,2018,1200203,EMPATE,75,75,1,120101,1201,AC,N,"-7,630690005","-72,67253132",MEDIA,BAIXA
172,2018,1200203,ESQUERDA,334,641,7,120101,1201,AC,N,"-7,630690005","-72,67253132",MEDIA,BAIXA
173,2022,1200203,DIREITA,31898,9469,227,120101,1201,AC,N,"-7,630690005","-72,67253132",MEDIA,BAIXA
174,2022,1200203,ESQUERDA,38,264,2,120101,1201,AC,N,"-7,630690005","-72,67253132",MEDIA,BAIXA
175,2018,1200252,DIREITA,6231,1942,39,120205,1202,AC,N,"-11,02823983","-68,74486807",MEDIA,BAIXA
176,2018,1200252,ESQUERDA,53,84,1,120205,1202,AC,N,"-11,02823983","-68,74486807",MEDIA,BAIXA
177,2022,1200252,DIREITA,6650,2367,46,120205,1202,AC,N,"-11,02823983","-68,74486807",MEDIA,BAIXA
178,2022,1200252,ESQUERDA,79,97,1,120205,1202,AC,N,"-11,02823983","-68,74486807",MEDIA,BAIXA
179,2018,1200302,DIREITA,5454,3277,58,120102,1201,AC,N,"-8,16024753","-70,35398361",BAIXA,MUITO BAIXA
180,2018,1200302,ESQUERDA,842,1979,23,120102,1201,AC,N,"-8,16024753","-70,35398361",BAIXA,MUITO BAIXA
181,2022,1200302,DIREITA,3740,2937,40,120102,1201,AC,N,"-8,16024753","-70,35398361",BAIXA,MUITO BAIXA
182,2022,1200302,EMPATE,249,249,3,120102,1201,AC,N,"-8,16024753","-70,35398361",BAIXA,MUITO BAIXA
183,2022,1200302,ESQUERDA,2394,3927,42,120102,1201,AC,N,"-8,16024753","-70,35398361",BAIXA,MUITO BAIXA
184,2018,1200328,DIREITA,1249,965,13,120102,1201,AC,N,"-9,19335786","-71,95087512",MUITO BAIXA,MUITO BAIXA
185,2018,1200328,ESQUERDA,126,450,4,120102,1201,AC,N,"-9,19335786","-71,95087512",MUITO BAIXA,MUITO BAIXA
186,2022,1200328,DIREITA,505,370,7,120102,1201,AC,N,"-9,19335786","-71,95087512",MUITO BAIXA,MUITO BAIXA
187,2022,1200328,ESQUERDA,928,1610,14,120102,1201,AC,N,"-9,19335786","-71,95087512",MUITO BAIXA,MUITO BAIXA
188,2018,1200336,DIREITA,4977,1928,40,120101,1201,AC,N,"-7,593222594","-72,91650103",MEDIA,MUITO BAIXA
189,2018,1200336,ESQUERDA,248,406,4,120101,1201,AC,N,"-7,593222594","-72,91650103",MEDIA,MUITO BAIXA
190,2022,1200336,DIREITA,6086,2370,49,120101,1201,AC,N,"-7,593222594","-72,91650103",MEDIA,MUITO BAIXA
191,2022,1200336,ESQUERDA,245,338,4,120101,1201,AC,N,"-7,593222594","-72,91650103",MEDIA,MUITO BAIXA
192,2018,1200344,DIREITA,2196,1541,22,120203,1202,AC,N,"-8,836317737","-69,25994458",BAIXA,MUITO BAIXA
193,2018,1200344,ESQUERDA,78,80,1,120203,1202,AC,N,"-8,836317737","-69,25994458",BAIXA,MUITO BAIXA
194,2022,1200344,DIREITA,2844,1887,26,120203,1202,AC,N,"-8,836317737","-69,25994458",BAIXA,MUITO BAIXA
195,2022,1200344,ESQUERDA,45,160,1,120203,1202,AC,N,"-8,836317737","-69,25994458",BAIXA,MUITO BAIXA
196,2018,1200351,DIREITA,2085,1423,22,120101,1201,AC,N,"-8,953591123","-72,79026591",BAIXA,MUITO BAIXA
197,2018,1200351,EMPATE,35,35,1,120101,1201,AC,N,"-8,953591123","-72,79026591",BAIXA,MUITO BAIXA
198,2018,1200351,ESQUERDA,428,993,11,120101,1201,AC,N,"-8,953591123","-72,79026591",BAIXA,MUITO BAIXA
199,2022,1200351,DIREITA,3396,1847,33,120101,1201,AC,N,"-8,953591123","-72,79026591",BAIXA,MUITO BAIXA
200,2022,1200351,ESQUERDA,314,895,9,120101,1201,AC,N,"-8,953591123","-72,79026591",BAIXA,MUITO BAIXA
201,2018,1200385,DIREITA,6531,1837,52,120204,1202,AC,N,"-10,33513328","-67,18826009",MEDIA,MUITO BAIXA
202,2022,1200385,DIREITA,6176,2306,53,120204,1202,AC,N,"-10,33513328","-67,18826009",MEDIA,MUITO BAIXA
203,2018,1200393,DIREITA,1873,1107,22,120101,1201,AC,N,"-8,266666363","-72,74233396",BAIXA,MUITO BAIXA
204,2018,1200393,ESQUERDA,24,101,1,120101,1201,AC,N,"-8,266666363","-72,74233396",BAIXA,MUITO BAIXA
205,2022,1200393,DIREITA,1050,803,12,120101,1201,AC,N,"-8,266666363","-72,74233396",BAIXA,MUITO BAIXA
206,2022,1200393,EMPATE,66,66,1,120101,1201,AC,N,"-8,266666363","-72,74233396",BAIXA,MUITO BAIXA
207,2022,1200393,ESQUERDA,750,1224,14,120101,1201,AC,N,"-8,266666363","-72,74233396",BAIXA,MUITO BAIXA
208,2018,1200401,DIREITA,158264,32937,789,120204,1202,AC,N,"-9,978298753","-67,8105287",ALTA,ALTA
209,2022,1200401,DIREITA,141955,53736,887,120204,1202,AC,N,"-9,978298753","-67,8105287",ALTA,ALTA
210,2022,1200401,ESQUERDA,135,137,1,120204,1202,AC,N,"-9,978298753","-67,8105287",ALTA,ALTA
211,2018,1200427,DIREITA,4762,1682,42,120101,1201,AC,N,"-7,733602034","-72,64785491",BAIXA,MUITO BAIXA
212,2022,1200427,DIREITA,6011,1455,48,120101,1201,AC,N,"-7,733602034","-72,64785491",BAIXA,MUITO BAIXA
213,2018,1200435,DIREITA,646,453,7,120203,1202,AC,N,"-9,443406537","-70,48649689",BAIXA,MUITO BAIXA
214,2018,1200435,ESQUERDA,201,522,5,120203,1202,AC,N,"-9,443406537","-70,48649689",BAIXA,MUITO BAIXA
215,2022,1200435,DIREITA,994,697,9,120203,1202,AC,N,"-9,443406537","-70,48649689",BAIXA,MUITO BAIXA
216,2022,1200435,ESQUERDA,133,520,4,120203,1202,AC,N,"-9,443406537","-70,48649689",BAIXA,MUITO BAIXA
217,2018,1200450,DIREITA,10247,2452,73,120204,1202,AC,N,"-10,14817359","-67,74317236",MEDIA,MUITO BAIXA
218,2022,1200450,DIREITA,9512,3338,73,120204,1202,AC,N,"-10,14817359","-67,74317236",MEDIA,MUITO BAIXA
219,2018,1200500,DIREITA,12021,3680,97,120203,1202,AC,N,"-9,065339505","-68,65568406",MEDIA,MUITO BAIXA
220,2018,1200500,ESQUERDA,30,31,1,120203,1202,AC,N,"-9,065339505","-68,65568406",MEDIA,MUITO BAIXA
221,2022,1200500,DIREITA,13606,4976,110,120203,1202,AC,N,"-9,065339505","-68,65568406",MEDIA,MUITO BAIXA
222,2018,1200609,DIREITA,7695,3933,78,120102,1201,AC,N,"-8,155668592","-70,75550106",BAIXA,MUITO BAIXA
223,2018,1200609,ESQUERDA,597,1334,15,120102,1201,AC,N,"-8,155668592","-70,75550106",BAIXA,MUITO BAIXA
224,2022,1200609,DIREITA,8248,5225,84,120102,1201,AC,N,"-8,155668592","-70,75550106",BAIXA,MUITO BAIXA
225,2022,1200609,EMPATE,78,78,1,120102,1201,AC,N,"-8,155668592","-70,75550106",BAIXA,MUITO BAIXA
226,2022,1200609,ESQUERDA,741,1499,16,120102,1201,AC,N,"-8,155668592","-70,75550106",BAIXA,MUITO BAIXA
227,2018,1200708,DIREITA,4739,2887,44,120205,1202,AC,N,"-10,65207194","-68,50629481",BAIXA,MUITO BAIXA
228,2018,1200708,ESQUERDA,190,513,5,120205,1202,AC,N,"-10,65207194","-68,50629481",BAIXA,MUITO BAIXA
229,2022,1200708,DIREITA,4915,3176,47,120205,1202,AC,N,"-10,65207194","-68,50629481",BAIXA,MUITO BAIXA
230,2022,1200708,ESQUERDA,302,458,5,120205,1202,AC,N,"-10,65207194","-68,50629481",BAIXA,MUITO BAIXA
231,2018,1200807,DIREITA,7055,1926,50,120204,1202,AC,N,"-9,600858231","-67,54059008",BAIXA,MUITO BAIXA
232,2018,1200807,ESQUERDA,95,133,1,120204,1202,AC,N,"-9,600858231","-67,54059008",BAIXA,MUITO BAIXA
233,2022,1200807,DIREITA,7304,2170,52,120204,1202,AC,N,"-9,600858231","-67,54059008",BAIXA,MUITO BAIXA
234,2022,1200807,ESQUERDA,80,147,1,120204,1202,AC,N,"-9,600858231","-67,54059008",BAIXA,MUITO BAIXA
235,2018,1300029,ESQUERDA,1380,5295,30,130305,1303,AM,N,"-3,216583769","-64,81353468",BAIXA,MUITO BAIXA
236,2022,1300029,ESQUERDA,2102,5978,32,130305,1303,AM,N,"-3,216583769","-64,81353468",BAIXA,MUITO BAIXA
237,2018,1300060,ESQUERDA,846,3400,22,130203,1302,AM,N,"-3,366805188","-68,20961464",BAIXA,MUITO BAIXA
238,2022,1300060,ESQUERDA,1182,3880,22,130203,1302,AM,N,"-3,366805188","-68,20961464",BAIXA,MUITO BAIXA
239,2018,1300086,ESQUERDA,1771,4077,20,130306,1303,AM,N,"-3,576370427","-61,40590348",BAIXA,MUITO BAIXA
240,2022,1300086,ESQUERDA,2051,3733,22,130306,1303,AM,N,"-3,576370427","-61,40590348",BAIXA,MUITO BAIXA
241,2018,1300102,ESQUERDA,2253,3681,27,130306,1303,AM,N,"-3,745385586","-61,65895538",BAIXA,MUITO BAIXA
242,2022,1300102,DIREITA,269,239,2,130306,1303,AM,N,"-3,745385586","-61,65895538",BAIXA,MUITO BAIXA
243,2022,1300102,EMPATE,116,116,1,130306,1303,AM,N,"-3,745385586","-61,65895538",BAIXA,MUITO BAIXA
244,2022,1300102,ESQUERDA,2651,3655,27,130306,1303,AM,N,"-3,745385586","-61,65895538",BAIXA,MUITO BAIXA
245,2018,1300144,DIREITA,2063,1585,16,130413,1304,AM,N,"-7,197870152","-59,8856661",MEDIA,MUITO BAIXA
246,2018,1300144,EMPATE,138,138,1,130413,1304,AM,N,"-7,197870152","-59,8856661",MEDIA,MUITO BAIXA
247,2018,1300144,ESQUERDA,1017,1323,10,130413,1304,AM,N,"-7,197870152","-59,8856661",MEDIA,MUITO BAIXA
248,2022,1300144,DIREITA,4903,2788,29,130413,1304,AM,N,"-7,197870152","-59,8856661",MEDIA,MUITO BAIXA
249,2022,1300144,EMPATE,21,21,1,130413,1304,AM,N,"-7,197870152","-59,8856661",MEDIA,MUITO BAIXA
250,2018,1300201,ESQUERDA,851,4020,27,130203,1302,AM,N,"-4,36615749","-70,18798928",MUITO BAIXA,MUITO BAIXA
251,2022,1300201,DIREITA,84,54,1,130203,1302,AM,N,"-4,36615749","-70,18798928",MUITO BAIXA,MUITO BAIXA
252,2022,1300201,ESQUERDA,1052,4606,28,130203,1302,AM,N,"-4,36615749","-70,18798928",MUITO BAIXA,MUITO BAIXA
253,2018,1300300,ESQUERDA,4509,12407,84,130307,1303,AM,N,"-3,578663642","-59,13356709",BAIXA,MUITO BAIXA
254,2022,1300300,DIREITA,78,72,1,130307,1303,AM,N,"-3,578663642","-59,13356709",BAIXA,MUITO BAIXA
255,2022,1300300,ESQUERDA,6728,12211,84,130307,1303,AM,N,"-3,578663642","-59,13356709",BAIXA,MUITO BAIXA
256,2018,1300409,ESQUERDA,1913,3608,30,130101,1301,AM,N,"-0,972801053","-62,92566966",BAIXA,MUITO BAIXA
257,2022,1300409,ESQUERDA,2483,4616,30,130101,1301,AM,N,"-0,972801053","-62,92566966",BAIXA,MUITO BAIXA
258,2018,1300508,ESQUERDA,1036,11611,58,130310,1303,AM,N,"-2,798149837","-57,06775049",BAIXA,MUITO BAIXA
259,2022,1300508,ESQUERDA,1327,14079,61,130310,1303,AM,N,"-2,798149837","-57,06775049",BAIXA,MUITO BAIXA
260,2018,1300607,ESQUERDA,2026,12275,67,130203,1302,AM,N,"-4,374989019","-70,02734843",BAIXA,MUITO BAIXA
261,2022,1300607,ESQUERDA,2623,13370,66,130203,1302,AM,N,"-4,374989019","-70,02734843",BAIXA,MUITO BAIXA
262,2018,1300631,ESQUERDA,1831,5670,34,130306,1303,AM,N,"-3,89451341","-61,37157089",BAIXA,MUITO BAIXA
263,2022,1300631,ESQUERDA,3158,5381,38,130306,1303,AM,N,"-3,89451341","-61,37157089",BAIXA,MUITO BAIXA
264,2018,1300680,ESQUERDA,808,6666,32,130310,1303,AM,N,"-2,971726532","-57,58770735",BAIXA,MUITO BAIXA
265,2022,1300680,ESQUERDA,1072,7837,32,130310,1303,AM,N,"-2,971726532","-57,58770735",BAIXA,MUITO BAIXA
266,2018,1300706,DIREITA,2689,2134,24,130411,1304,AM,N,"-8,751243196","-67,39957776",BAIXA,MUITO BAIXA
267,2018,1300706,EMPATE,190,190,2,130411,1304,AM,N,"-8,751243196","-67,39957776",BAIXA,MUITO BAIXA
268,2018,1300706,ESQUERDA,3250,4458,41,130411,1304,AM,N,"-8,751243196","-67,39957776",BAIXA,MUITO BAIXA
269,2022,1300706,DIREITA,5782,3883,39,130411,1304,AM,N,"-8,751243196","-67,39957776",BAIXA,MUITO BAIXA
270,2022,1300706,EMPATE,86,86,1,130411,1304,AM,N,"-8,751243196","-67,39957776",BAIXA,MUITO BAIXA
271,2022,1300706,ESQUERDA,2631,3081,26,130411,1304,AM,N,"-8,751243196","-67,39957776",BAIXA,MUITO BAIXA
272,2018,1300805,ESQUERDA,2238,10727,62,130413,1304,AM,N,"-4,390619891","-59,59455902",BAIXA,MUITO BAIXA
273,2022,1300805,ESQUERDA,3281,12371,61,130413,1304,AM,N,"-4,390619891","-59,59455902",BAIXA,MUITO BAIXA
274,2018,1300839,ESQUERDA,1387,3449,24,130306,1303,AM,N,"-3,330093392","-61,21133413",BAIXA,MUITO BAIXA
275,2022,1300839,ESQUERDA,1980,3988,24,130306,1303,AM,N,"-3,330093392","-61,21133413",BAIXA,MUITO BAIXA
276,2018,1300904,DIREITA,101,68,2,130412,1304,AM,N,"-6,529106076","-64,39423082",BAIXA,MUITO BAIXA
277,2018,1300904,ESQUERDA,1590,3291,27,130412,1304,AM,N,"-6,529106076","-64,39423082",BAIXA,MUITO BAIXA
278,2022,1300904,DIREITA,779,542,6,130412,1304,AM,N,"-6,529106076","-64,39423082",BAIXA,MUITO BAIXA
279,2022,1300904,ESQUERDA,2172,2997,24,130412,1304,AM,N,"-6,529106076","-64,39423082",BAIXA,MUITO BAIXA
280,2018,1301001,ESQUERDA,2370,9617,64,130204,1302,AM,N,"-4,881665904","-66,89663528",BAIXA,MUITO BAIXA
281,2022,1301001,ESQUERDA,2936,10998,63,130204,1302,AM,N,"-4,881665904","-66,89663528",BAIXA,MUITO BAIXA
282,2018,1301100,DIREITA,224,146,2,130307,1303,AM,N,"-3,82244727","-60,36380984",BAIXA,MUITO BAIXA
283,2018,1301100,ESQUERDA,3936,9318,71,130307,1303,AM,N,"-3,82244727","-60,36380984",BAIXA,MUITO BAIXA
284,2022,1301100,DIREITA,373,164,3,130307,1303,AM,N,"-3,82244727","-60,36380984",BAIXA,MUITO BAIXA
285,2022,1301100,ESQUERDA,5197,9785,77,130307,1303,AM,N,"-3,82244727","-60,36380984",BAIXA,MUITO BAIXA
286,2018,1301159,DIREITA,79,66,1,130307,1303,AM,N,"-3,197396595","-59,82631406",BAIXA,MUITO BAIXA
287,2018,1301159,ESQUERDA,2716,7173,59,130307,1303,AM,N,"-3,197396595","-59,82631406",BAIXA,MUITO BAIXA
288,2022,1301159,DIREITA,234,180,2,130307,1303,AM,N,"-3,197396595","-59,82631406",BAIXA,MUITO BAIXA
289,2022,1301159,EMPATE,94,94,1,130307,1303,AM,N,"-3,197396595","-59,82631406",BAIXA,MUITO BAIXA
290,2022,1301159,ESQUERDA,3855,6708,49,130307,1303,AM,N,"-3,197396595","-59,82631406",BAIXA,MUITO BAIXA
291,2018,1301209,ESQUERDA,9690,21399,168,130306,1303,AM,N,"-4,084219159","-63,14218398",BAIXA,MUITO BAIXA
292,2022,1301209,DIREITA,225,179,3,130306,1303,AM,N,"-4,084219159","-63,14218398",BAIXA,MUITO BAIXA
293,2022,1301209,EMPATE,121,121,1,130306,1303,AM,N,"-4,084219159","-63,14218398",BAIXA,MUITO BAIXA
294,2022,1301209,ESQUERDA,12483,19541,147,130306,1303,AM,N,"-4,084219159","-63,14218398",BAIXA,MUITO BAIXA
295,2018,1301308,DIREITA,270,251,4,130306,1303,AM,N,"-3,843045933","-62,06342966",BAIXA,MUITO BAIXA
296,2018,1301308,ESQUERDA,2774,5204,45,130306,1303,AM,N,"-3,843045933","-62,06342966",BAIXA,MUITO BAIXA
297,2022,1301308,DIREITA,219,199,3,130306,1303,AM,N,"-3,843045933","-62,06342966",BAIXA,MUITO BAIXA
298,2022,1301308,ESQUERDA,3987,6204,47,130306,1303,AM,N,"-3,843045933","-62,06342966",BAIXA,MUITO BAIXA
299,2018,1301407,ESQUERDA,3137,8836,64,130204,1302,AM,N,"-6,667352567","-69,86629026",BAIXA,MUITO BAIXA
300,2022,1301407,ESQUERDA,3653,10435,61,130204,1302,AM,N,"-6,667352567","-69,86629026",BAIXA,MUITO BAIXA
301,2018,1301506,ESQUERDA,1405,4870,34,130204,1302,AM,N,"-7,439817544","-70,03041254",BAIXA,MUITO BAIXA
302,2022,1301506,ESQUERDA,1971,5064,35,130204,1302,AM,N,"-7,439817544","-70,03041254",BAIXA,MUITO BAIXA
303,2018,1301605,ESQUERDA,1645,7837,43,130203,1302,AM,N,"-2,512270685","-66,09650299",BAIXA,MUITO BAIXA
304,2022,1301605,ESQUERDA,2480,8421,47,130203,1302,AM,N,"-2,512270685","-66,09650299",BAIXA,MUITO BAIXA
305,2018,1301654,DIREITA,1661,1348,18,130204,1302,AM,N,"-7,547774415","-72,58243054",BAIXA,MUITO BAIXA
306,2018,1301654,EMPATE,66,66,1,130204,1302,AM,N,"-7,547774415","-72,58243054",BAIXA,MUITO BAIXA
307,2018,1301654,ESQUERDA,1109,1368,15,130204,1302,AM,N,"-7,547774415","-72,58243054",BAIXA,MUITO BAIXA
308,2022,1301654,DIREITA,4302,2784,33,130204,1302,AM,N,"-7,547774415","-72,58243054",BAIXA,MUITO BAIXA
309,2022,1301654,ESQUERDA,105,107,1,130204,1302,AM,N,"-7,547774415","-72,58243054",BAIXA,MUITO BAIXA
310,2018,1301704,DIREITA,2153,1826,19,130413,1304,AM,N,"-7,512224951","-63,02669802",MEDIA,MUITO BAIXA
311,2018,1301704,EMPATE,97,97,1,130413,1304,AM,N,"-7,512224951","-63,02669802",MEDIA,MUITO BAIXA
312,2018,1301704,ESQUERDA,5359,8475,74,130413,1304,AM,N,"-7,512224951","-63,02669802",MEDIA,MUITO BAIXA
313,2022,1301704,DIREITA,5218,3861,36,130413,1304,AM,N,"-7,512224951","-63,02669802",MEDIA,MUITO BAIXA
314,2022,1301704,EMPATE,163,163,1,130413,1304,AM,N,"-7,512224951","-63,02669802",MEDIA,MUITO BAIXA
315,2022,1301704,ESQUERDA,5554,8382,59,130413,1304,AM,N,"-7,512224951","-63,02669802",MEDIA,MUITO BAIXA
316,2018,1301803,ESQUERDA,1312,5055,37,130204,1302,AM,N,"-7,050980114","-71,69441806",MUITO BAIXA,MUITO BAIXA
317,2022,1301803,ESQUERDA,2264,4833,33,130204,1302,AM,N,"-7,050980114","-71,69441806",MUITO BAIXA,MUITO BAIXA
318,2018,1301852,DIREITA,696,556,8,130307,1303,AM,N,"-3,281053878","-60,19338817",MEDIA,MEDIA
319,2018,1301852,EMPATE,111,111,1,130307,1303,AM,N,"-3,281053878","-60,19338817",MEDIA,MEDIA
320,2018,1301852,ESQUERDA,7950,13780,121,130307,1303,AM,N,"-3,281053878","-60,19338817",MEDIA,MEDIA
321,2022,1301852,DIREITA,4113,3452,42,130307,1303,AM,N,"-3,281053878","-60,19338817",MEDIA,MEDIA
322,2022,1301852,EMPATE,150,150,2,130307,1303,AM,N,"-3,281053878","-60,19338817",MEDIA,MEDIA
323,2022,1301852,ESQUERDA,8327,11702,109,130307,1303,AM,N,"-3,281053878","-60,19338817",MEDIA,MEDIA
324,2018,1301902,DIREITA,1913,1564,16,130309,1303,AM,N,"-3,140378804","-58,44017544",MEDIA,BAIXA
325,2018,1301902,ESQUERDA,13499,27662,200,130309,1303,AM,N,"-3,140378804","-58,44017544",MEDIA,BAIXA
326,2022,1301902,DIREITA,1006,886,8,130309,1303,AM,N,"-3,140378804","-58,44017544",MEDIA,BAIXA
327,2022,1301902,ESQUERDA,16801,30735,224,130309,1303,AM,N,"-3,140378804","-58,44017544",MEDIA,BAIXA
328,2018,1301951,ESQUERDA,691,3497,21,130204,1302,AM,N,"-6,437799349","-68,24791744",MUITO BAIXA,MUITO BAIXA
329,2022,1301951,ESQUERDA,1106,3678,22,130204,1302,AM,N,"-6,437799349","-68,24791744",MUITO BAIXA,MUITO BAIXA
330,2018,1302009,ESQUERDA,1831,2843,24,130309,1303,AM,N,"-2,741842752","-58,03454588",MEDIA,MUITO BAIXA
331,2022,1302009,DIREITA,188,174,1,130309,1303,AM,N,"-2,741842752","-58,03454588",MEDIA,MUITO BAIXA
332,2022,1302009,ESQUERDA,2269,3364,25,130309,1303,AM,N,"-2,741842752","-58,03454588",MEDIA,MUITO BAIXA
333,2018,1302108,DIREITA,115,99,1,130102,1301,AM,N,"-1,880844859","-66,99690349",BAIXA,MUITO BAIXA
334,2018,1302108,ESQUERDA,533,1813,12,130102,1301,AM,N,"-1,880844859","-66,99690349",BAIXA,MUITO BAIXA
335,2022,1302108,ESQUERDA,1128,1774,14,130102,1301,AM,N,"-1,880844859","-66,99690349",BAIXA,MUITO BAIXA
336,2018,1302207,DIREITA,51,41,1,130204,1302,AM,N,"-3,474889599","-66,06304193",BAIXA,MUITO BAIXA
337,2018,1302207,ESQUERDA,1134,2788,24,130204,1302,AM,N,"-3,474889599","-66,06304193",BAIXA,MUITO BAIXA
338,2022,1302207,DIREITA,145,135,2,130204,1302,AM,N,"-3,474889599","-66,06304193",BAIXA,MUITO BAIXA
